0,5.0566,-11.8321,-10.9702,27.05,766.8293,-71.7073,391.6463,0.0,0.0,0.0,12171394,100.0,4.21
1,8.667,-1.0199,-0.1867,27.61,-113.4756,87.439,120.9146,64.8,55.2,-65.4,12171395,100.0,4.21
2,9.4188,-1.5945,0.3208,27.71,-55.6707,-16.4634,139.3902,33.9,10.5,-12.9,12171395,100.0,4.21
3,10.0892,-2.0638,0.6369,27.61,-82.1341,33.9634,140.7317,34.8,11.4,-13.2,12171396,100.0,4.21
4,10.0269,-2.5139,0.6416,27.71,-36.7683,58.4756,150.4268,34.8,11.4,-12.6,12171396,100.0,4.21
5,9.9886,-2.0686,0.3735,27.71,-21.6463,101.2195,132.6829,34.5,11.1,-12.9,12171397,100.0,4.21
6,9.3565,-2.2314,-0.1341,27.71,-11.2195,134.3293,141.5854,36.0,12.6,-11.4,12171397,100.0,4.21
7,9.4571,-1.9968,-0.498,27.71,-6.3415,156.4024,148.9634,35.4,12.6,-10.8,12171398,100.0,4.21
8,9.2608,-2.083,-0.929,27.71,-1.4024,168.0488,155.0,36.9,13.5,-10.5,12171398,100.0,4.21
9,9.5241,-1.9441,-1.4174,27.71,6.6463,172.0122,153.1098,37.2,15.0,-10.2,12171399,100.0,4.21
10,9.6007,-1.6376,-1.6041,27.8,11.1585,170.2439,145.8537,37.5,15.9,-8.1,12171399,100.0,4.21
11,9.1459,-1.312,-2.0303,27.71,4.7561,158.1098,132.439,39.0,16.8,-9.0,12171400,100.0,4.21
12,8.6095,-0.9098,-1.7573,27.8,-3.4756,130.3659,115.2439,39.6,17.4,-8.4,12171400,100.0,4.21
13,8.3797,-0.5028,-1.9728,27.71,-25.3049,108.3537,90.061,39.3,17.7,-8.1,12171401,100.0,4.21
14,8.2408,-0.1676,-1.2402,27.8,-42.7439,85.122,71.2805,39.0,19.2,-6.6,12171401,100.0,4.21
15,7.9823,-1.0056,-1.3743,27.8,-66.1585,75.0,43.9024,39.6,18.0,-7.2,12171402,100.0,4.21
16,8.0828,-1.3838,-1.0008,27.8,-65.8537,51.4634,37.8049,39.3,18.3,-6.3,12171402,100.0,4.21
17,7.9727,-1.6424,-0.4932,27.8,-45.9146,26.1585,34.4512,39.9,19.5,-6.9,12171403,100.0,4.21
18,8.2361,-2.3224,-0.067,27.8,-28.6585,14.0854,26.7683,39.6,18.6,-7.2,12171403,100.0,4.21
19,8.5425,-3.0263,0.1772,27.89,-20.7927,10.9756,26.4634,39.3,19.5,-6.3,12171404,100.0,4.21
20,8.6,-3.7781,0.2155,27.89,-13.3537,10.9756,31.2805,40.5,20.1,-6.3,12171404,100.0,4.21
